shap_Hour,shap_Day,shap_DayOfWeek,shap_IsWeekend,shap_Sender Bank ID,shap_Receiver Bank ID,shap_is_cross_bank,shap_is_self_transfer,shap_Amount_Paid_Log,shap_Amount_Received_Log,shap_Amount_Diff_Log,shap_amount_vs_account_median,shap_Payment_Currency_Encoded,shap_Receiving_Currency_Encoded,shap_is_currency_mismatch,shap_is_amount_outlier_iqr,shap_is_amount_outlier_zscore,shap_is_account_level_outlier,shap_outlier_score,shap_is_outlier,shap_txn_count_per_sender_hour,shap_txn_count_per_sender_day,shap_is_high_velocity,shap_fmt_ACH,shap_fmt_Bitcoin,shap_fmt_Cash,shap_fmt_Cheque,shap_fmt_Credit Card,shap_fmt_Reinvestment,shap_fmt_Wire,actual_label,predicted_proba
-0.59541506,-0.3217642,-0.3397356,-0.06280538,-0.15853556,0.1540279,0.028545942,0.0092094,-0.048981987,-0.1347638,0.0026351914,0.028174197,-0.5187271,-0.17632632,0.0016741314,-0.18989705,-8.64364e-06,-0.03175937,-0.07327031,0.013231179,-1.513926,-0.5996434,-0.07923439,-1.9308344,-0.037590403,0.009528462,-0.70756567,0.044811245,-0.00029153086,0.0029202527,0,0.00073326955
-0.11060254,6.756354e-05,-0.09096156,0.04910904,-0.05283124,0.049027205,0.04588134,0.021731967,-0.047509376,0.12939815,0.007399032,0.11848536,0.010466378,0.0043253014,0.0042799963,0.09725073,-4.9424183e-05,-0.013334058,0.0012101865,-0.007887034,-0.31471446,-0.24040444,-0.024658365,2.2721066,-0.016310053,0.029779077,0.23871568,0.13674256,-0.00038612523,0.007343122,1,0.9099254
-0.6861448,-0.44450837,-0.23798276,-0.010613281,0.320069,0.005569102,0.02820806,0.009245415,-0.059585452,-0.19365984,0.0024995655,0.07181313,0.033581667,0.010050433,0.0014376662,0.04602755,-8.643641e-06,-0.0039414153,-0.010638767,0.028058983,0.57307446,0.5993227,0.14385533,-1.094058,-0.01617431,-0.021384537,-0.06052435,-0.64637506,-0.00025592314,0.00263106,1,0.16779184
-0.088618256,-0.19526672,-0.2422491,-0.025334297,-0.20824294,0.062251102,0.055661466,0.017840737,0.2908641,0.41550976,0.008342075,-0.0012007201,0.0023644767,-0.029754555,0.0055598514,0.16332208,-8.64364e-06,-0.02944932,0.006592099,-0.018444467,-1.8394445,-0.24394219,-0.023943752,2.0151632,-0.015121693,0.028585557,0.20744874,0.12823497,-0.0002780885,0.007039069,1,0.6136146
-1.4115764,-0.22499433,-0.20195471,-0.013559439,-0.07186064,-0.019497713,0.027661668,0.008383562,-0.17316717,-0.45768103,0.0016598009,0.054459997,0.033027913,-0.009953198,0.0010189125,0.05786089,-8.64364e-06,-0.017619884,-0.1027683,0.010183693,-1.540731,-0.7338213,0.07518415,-1.6202222,-0.04526117,0.0068947766,0.047033522,-0.73094,-0.00045466505,0.0022042019,0,0.0008740932
-1.2195807,-0.40775445,-0.14977767,-0.017356195,-0.07855762,-0.013891295,0.029201167,0.010201716,-0.03713883,-0.015980292,0.0022801606,0.04367956,-0.042085238,0.0015742575,0.0014669835,0.040502895,-8.64364e-06,-0.0055150962,0.0017130859,-0.043410003,-1.4868635,-0.63870156,-0.05643277,-1.8520728,-0.04502269,0.010418141,-0.6696591,0.05348327,-0.0003316427,0.0028597396,0,0.0013946639
-1.4784529,0.07275811,-0.25083652,-0.010512704,-0.6221562,0.03407025,0.07640247,0.031586245,0.29973987,0.17771675,0.0014098532,0.16072437,0.0710559,0.01870482,0.0010016622,0.017043406,-4.9424183e-05,-0.0017732373,-0.00035792918,-0.018959155,0.17045948,-0.22675134,0.005382028,-0.5278631,1.0188966,0.016690504,0.10799178,0.08773349,-0.00028848226,0.004417057,1,0.31969738
-1.1030648,-0.11283617,-0.16360697,-0.0242445,-0.23767431,-0.030144433,0.038892973,0.018657252,0.24244037,0.38156417,0.007096042,-0.08240074,0.049892407,0.0144391125,0.0041405107,0.13888943,-6.685659e-06,0.021533784,0.0203415,0.0070816292,-1.0884775,-0.4099107,-0.025527056,2.0032568,-0.014524004,0.027296953,0.15667026,0.12790532,-0.0002920428,0.007343122,1,0.49594665
-0.7172262,-0.11427908,-0.34007114,-0.01756533,-0.121712655,0.087403394,0.04664012,0.018541893,-0.12645298,-0.3450287,0.006838221,0.14212179,0.019329837,0.010551004,0.003578968,0.06962152,-4.9424183e-05,-0.016292047,0.018635431,-0.012495921,-0.31697232,-0.25789163,-0.023298608,2.1751788,-0.015451981,0.030843455,0.22616434,0.12588976,-0.00037351233,0.007343122,1,0.63935685
-0.7496946,-0.0021332293,-0.12697606,0.06704388,-0.010802072,0.060498916,0.05528735,0.019643012,0.25317302,0.5074793,0.007678017,0.13244526,-0.00015778924,0.05355064,0.0043144454,0.0819952,-1.322949e-05,-0.012166514,0.0019063416,-0.0035824194,-0.20557491,-0.16984616,-0.025217982,2.4679806,-0.014988628,0.03103275,0.2370958,0.12541926,-0.00039142574,0.007343122,1,0.9427512
-0.58625543,-0.74947846,-0.10585143,-0.023964062,-0.36824608,-0.63101894,-1.3675977,-0.38542077,-0.07581499,-0.17237006,0.0025011532,-0.2422504,-0.020888902,-0.046255633,0.010677166,0.01379283,-0.0010200533,-0.009875135,-0.0049042613,-0.032426342,-0.78071594,-0.6212752,-0.033550117,-1.8059927,-0.052075796,0.011452049,0.04559079,0.053810757,0.009175418,0.0024028458,0,0.0003494536
-1.621947,-0.23402119,-0.11125331,-0.01584716,0.28237078,-0.50307864,0.0274264,0.0071316604,-0.15893537,-0.41453624,0.0014567532,0.01257034,-0.092454314,0.022691628,0.00095381413,0.026085146,-8.643641e-06,0.013608828,-0.13023242,0.017386276,0.5242616,0.49648005,0.15144293,-0.4726751,-0.01667084,-0.021240534,-0.51526105,-0.021406267,-0.00022893348,0.002110256,0,0.060952716
-0.83846,-0.27368355,-0.27763715,-0.042265292,-0.120983236,-0.5566527,0.04605203,0.025521826,0.20535417,0.42817912,0.007534066,0.08987641,-0.06830412,0.06870131,0.0041686194,0.07596668,-1.322949e-05,-0.0015816013,0.0052028755,-0.012914398,-0.04604459,-0.39371416,-0.031490132,2.2976952,-0.019508354,0.0303563,0.21823075,0.12507996,-0.00038355135,0.007343122,1,0.723258
-0.41239086,-0.091202945,-0.35197696,-0.023705902,-0.03715851,0.34634656,0.04594496,0.023291443,0.20288166,0.40160385,0.0075136703,0.11095718,0.009211879,0.0072058635,0.0042572403,0.10597603,-4.9424183e-05,-0.016075669,0.02816385,-0.01136705,-0.17687866,-0.26619238,-0.024872616,2.3771584,-0.01545627,0.03341017,0.24003214,0.13715301,-0.00037351233,0.007343122,1,0.935221
-1.5353155,-0.8503761,-0.20550816,-0.02924885,-0.25619707,-0.46759817,-1.472307,-0.49758428,-0.046730798,-0.17305171,0.0016267883,-0.044036105,-0.27664572,-0.038266145,0.010846664,-0.2717659,-0.0010200533,-0.017011527,-0.15466808,-0.00308056,-0.8603691,-0.5189294,-0.061609972,-1.8595808,-0.043169424,0.012579101,0.059409197,0.04094515,0.0011668052,0.003099145,0,7.1528e-05
-0.7738271,3.0924268,-0.02909994,0.047991663,-0.021700088,0.023838464,0.036519583,0.021480042,0.21640326,0.27639237,0.011120593,-0.31751978,-0.011705383,-0.0742735,0.005134515,0.08196632,-4.9424183e-05,-0.004701956,0.0029424594,-0.012350336,-0.22977313,-0.47382703,-0.021971948,2.183651,-0.01607977,0.031166766,0.21327485,0.13508898,-0.00040701288,0.007343122,1,0.987973
-0.50638634,-0.45131588,-0.11027671,-0.011929267,0.3422362,0.06840544,0.03105966,0.009164564,-0.11981479,-0.21809429,0.0019568207,0.07969955,-0.069025695,0.018497886,0.0011485205,0.032619722,-4.044135e-05,0.012391,-0.031722154,0.04136577,0.74066174,0.8893057,0.17149585,-0.6169372,-0.012639556,-0.0168054,-0.5665697,-0.010678488,-0.0003588773,0.002260101,1,0.4276922
-0.25522563,3.079083,-0.15763468,-0.018116165,0.071631014,-0.24450807,0.03264523,0.021171637,0.17808521,0.2840977,0.011023028,-0.40256333,0.022269236,-0.024482952,0.005000913,0.08412631,-4.9424183e-05,-0.02478935,0.00039745006,0.0038889297,-0.5217559,-0.63606364,-0.024537412,2.13817,-0.016235407,0.031273033,0.15801434,0.13597822,-0.00041644892,0.007343122,1,0.98105097
-0.56236863,0.052722815,-0.87718624,-0.018160878,-0.6770259,-0.04712076,0.04384298,0.02008301,0.21628696,0.41822353,0.007506624,-0.20294611,-0.13340561,-0.22158182,0.0039856755,0.08282529,-1.322949e-05,0.01976329,-0.014803517,0.00603697,-0.23638259,-0.39589182,-0.036717292,2.2726421,-0.014360315,0.026961396,0.23235407,0.11829427,-0.00039709487,0.007343122,1,0.52487075
-0.7376425,-0.3292655,-0.30346966,-0.010350627,0.2438356,-0.26975286,0.03406548,0.009920052,-0.27724734,-0.5406045,0.0017118098,-0.06500552,-0.035079334,0.036727928,0.0011202395,0.012542625,-8.643641e-06,-0.021469198,-0.06882693,0.02918649,0.4307389,0.3819359,0.15728153,-0.76087916,-0.021651622,-1.0431298,0.010110049,-0.0475564,-0.00026999926,0.0025372817,1,0.040254563
-0.47210604,4.2016015,0.146252,-0.014081574,-0.28366172,0.1252107,0.029400362,0.018014044,0.24980041,0.31887373,0.012417062,-0.13087589,0.06983682,0.01534442,0.006307548,0.13965674,-2.2618437e-05,0.014029026,0.015926583,0.005281858,-0.9569392,-0.26122087,-0.031449605,2.2213323,-0.012816076,0.02938185,0.21232156,0.11597082,-0.00027903958,0.007039069,1,0.99698037
-0.9760841,-0.14882131,-0.24607125,0.05955723,-0.17067514,0.02333085,0.042238764,0.023413984,-0.068219796,-0.01529267,0.007019687,-0.35982034,0.02147909,0.050574057,0.0040003886,-0.06742433,-2.516625e-05,-0.011606749,-0.013651939,0.0017681477,-0.02433668,-0.5088966,-0.0111811785,1.9740198,-0.015764503,0.030337859,0.1982591,0.13547723,-0.00040398358,0.007343122,1,0.48740152
-1.3108248,-1.6367155,-0.05302476,-0.0364086,-0.123846665,-0.37333485,0.04466007,0.024046486,-0.02735297,-0.026780898,0.0053322427,-0.10352995,-0.1730181,0.09294096,0.0034331684,-0.27219063,-4.044135e-05,-0.09099405,-0.028069165,-0.0034326336,-1.6300178,-0.21850339,-0.030097703,1.4162024,-0.015563872,0.02311516,0.1508653,0.10236122,-0.00068228674,0.00681803,0,0.01371305
-0.8012347,-0.020679884,-0.18998903,0.060515475,0.20605482,-0.16335513,0.042858806,0.017193323,-0.35158,-0.8973235,0.003603377,0.15125217,-0.08083238,-0.008393485,0.0024444617,0.057710916,-4.9424183e-05,-0.015798815,-0.0016748648,-0.011524045,-0.22810358,-0.15350483,-0.034706667,2.0952697,-0.014290896,0.024403471,0.18624827,0.10608099,-0.0002750117,0.004971542,1,0.49858597
-0.083040856,0.049121745,-0.5140946,-0.011796912,-0.005429773,0.053182486,0.052880738,0.020471094,0.22255033,0.51169866,0.00764471,-0.22270991,-0.0019908985,0.045742773,0.004186356,0.076496996,-1.322949e-05,-0.011474059,0.0027605477,-0.012799305,-0.1604298,-0.40530342,-0.031739805,2.3805146,-0.015250086,0.030019509,0.23814815,0.12984467,-0.00040086178,0.007343122,1,0.91413385
-0.7192558,-0.23680046,-0.24963625,-0.00012792129,-0.03295761,0.020582141,0.03176392,0.013381617,-0.06975085,-0.10331335,0.0024814694,0.19276404,-0.32114294,-0.04442814,0.0014163032,-0.2320462,-2.516625e-05,0.0022769067,-0.03719184,0.010240958,-0.6072138,-0.3003061,-0.052018974,-2.0406656,-0.054901816,0.015032406,-0.5561092,0.07247197,-0.0005543789,0.00293994,0,0.0050463025
-1.1279044,-0.010123309,-0.546236,-0.011379278,0.031854536,-0.006185412,0.049385976,0.01741586,0.23115553,0.37834603,0.008125053,-0.12254244,0.0042525725,-0.03215623,0.0055626477,0.13253517,-6.685659e-06,-0.028696872,0.008864145,-0.0018992239,-1.7904468,-0.6906816,-0.016525207,1.8646181,-0.015763287,0.027641587,0.21183597,0.11489478,-0.00030013744,0.007039069,1,0.21445706
-0.801117,-0.6355937,-0.109925166,-0.02350455,-0.018958127,0.14801526,-1.6948678,-0.35790437,-0.27831098,-0.57062835,0.0020175725,0.0727652,-0.113139085,0.032010484,0.0069535356,0.04106873,-0.0010200533,-0.0003348128,0.0050543733,-0.03502181,-0.797352,-0.57696915,-0.05013488,-1.78916,-0.04753393,0.011296887,0.05407339,0.048720047,0.0029247182,0.00224216,0,0.00057229726
-0.61163664,-0.017540075,-0.44093195,-0.014963488,-0.03938887,-0.30604938,0.022470921,0.009366978,-0.18795115,-0.47025546,0.0017906046,-0.30896318,0.04354283,-0.051798474,0.0011236464,0.010659028,-8.64364e-06,-0.012848261,-0.0025953273,-0.05350745,-1.5178596,-0.961424,-0.04686273,-1.7407808,-0.07374683,0.009693616,0.07213098,-0.7249984,-0.0005728772,0.002392764,0,0.0006093808
-0.8262704,0.07012186,-0.3009157,-0.019331526,-0.08083232,0.025762618,0.033553213,0.023157306,0.033070747,0.084148735,0.0075113205,0.0014767163,0.028734846,0.03903511,0.004262819,-0.07706121,-4.9424183e-05,-0.021799227,-0.03301372,0.0014737125,-0.14365539,-0.22102049,-0.030370807,2.1968517,-0.015020736,0.030464318,0.24736917,0.13199537,-2.530871e-05,0.007343122,1,0.7695942
-0.19029957,-0.016660001,-0.061673507,0.04609563,-0.029741392,-0.044384886,0.027350686,0.009951747,-0.003411875,0.08204664,0.0029028347,-0.07499108,-0.09829126,0.011355335,0.0017515288,0.052895647,-8.64364e-06,-0.018456291,-0.0014473719,-0.053333793,-1.4147443,-0.89584064,-0.04817618,-2.4245167,-0.07109982,0.013442349,0.08800038,-0.87694365,-0.0005999868,0.0029794767,0,0.0025305203
-0.85214865,-0.078480005,-0.14924224,0.07478738,-0.030239984,0.09485195,0.069922656,0.032815907,-0.2996545,-0.6725634,0.0036125549,0.20321076,-0.08045059,0.00021980787,0.0025454804,0.04815709,-1.322949e-05,-0.007661318,0.00019009974,-0.013404755,0.32738882,-0.30003336,-0.027355243,2.1432712,-0.020038601,0.023344142,0.1997329,0.11458935,-0.0002950715,0.004971542,1,0.69446623
-0.5669272,0.0042267907,-0.38133976,-0.012759794,-0.042767208,0.013460075,0.027695779,0.008646407,-0.1925449,-0.5505113,0.0019537383,0.075916484,-0.12161167,-0.00029510015,0.001110854,0.03645033,-8.64364e-06,-0.020035487,-0.00054656895,-0.05460426,-1.5793372,-0.6829544,-0.05263374,-1.7763715,-0.052828904,0.010135289,0.045543976,-0.76355386,-0.0005647902,0.0022042019,0,0.0013372552
-0.5155392,-0.21981484,-0.20046383,-0.031870533,0.089620054,0.072308116,0.051014535,0.014857576,-0.5625442,-1.1535296,0.0036429602,0.09878027,-0.14907852,-0.003332058,0.0022088601,0.067101166,-8.64364e-06,-0.033836126,0.0021220187,-0.030185744,-2.0653985,-0.44736406,-0.029138181,1.4636906,-0.013678191,0.019417051,0.1334506,0.083285354,-0.00024244607,0.004334671,0,0.034186542
-0.6197875,-0.30638337,-0.12140046,-0.016025923,-0.72414476,-0.47914886,0.01566345,0.009399917,-0.1325669,-0.20348303,0.0025827866,0.019570947,-0.048277065,0.0012555423,0.0016277831,-0.06415517,-8.64364e-06,-0.039656047,-0.015581927,0.010615532,-1.1970128,-0.6002342,-0.05359023,-2.021958,-0.045696773,0.010776244,-0.72833663,0.05367853,-0.00028528826,0.0029202527,0,0.00068830367
-0.5671303,-0.14095336,-0.26200962,-0.04833806,-0.35399118,-0.08313029,0.020403566,0.010212759,0.08421183,0.15246382,0.0023630843,-0.011903217,0.009527656,-0.01928015,0.0015127978,0.046849344,-8.64364e-06,-0.021266807,-0.003175914,-0.05218134,-1.2082809,-0.49468324,-0.048856866,-2.4607027,-0.046512708,0.015080783,-0.8166942,0.06267894,-0.00029275008,0.003000453,0,0.0019812663
-1.1172323,-0.3356189,-0.19043568,-0.0076151965,-0.11093796,-0.33259326,0.04949808,0.020853704,-0.06942049,-0.22855066,0.0074619628,-0.039179698,-0.07211109,-0.10392849,0.004247318,0.026550215,-4.9424183e-05,-0.012479463,-0.008551214,-0.010628461,-0.21827611,-0.16041805,-0.044108674,2.1675193,-0.019972702,0.027562521,0.21108332,0.121312805,-0.00037296765,0.007343122,1,0.39412764
-0.61410713,-0.5534042,-0.08844068,-0.013086081,0.00048225772,-0.011254708,0.030940646,0.00848058,-0.06636066,-0.27399144,0.0021487772,-0.3564989,-0.09299025,-0.01232549,0.0013079253,0.04044623,-4.044135e-05,-0.011493012,0.0022271199,-0.054651067,-1.5520011,-0.54107285,-0.048081137,-1.6664501,-0.031851426,0.011042355,-0.64508134,0.043150652,-0.0004198171,0.0025296272,0,0.0015287254
-0.16693136,-0.1261088,-0.19530086,-0.020151334,0.083855525,0.08420417,0.06714582,0.035192143,-0.21648173,-0.5151679,0.003962882,0.34096098,-0.08909651,0.014958521,0.0024423357,0.04695927,-4.9424183e-05,-0.0067344476,-0.0007212998,-0.013775817,0.28255382,-0.3124467,-0.023769734,2.097664,-0.019088926,0.021965872,0.19842932,0.13072757,-0.00032489968,0.004971542,1,0.84798664
-0.57150334,-0.5772517,-0.1118614,-0.022822008,-0.10249902,-0.021997709,-1.5686339,-0.31229708,-0.24346949,-0.548427,0.0019310915,0.03208745,-0.12502678,-0.0138609875,0.00686018,0.04005913,-4.044135e-05,-0.007226227,0.0048082587,-0.044433188,-1.2964035,-0.50368285,-0.046613093,-1.4278556,-0.033063903,0.0104845585,0.044086557,0.043832187,0.003381392,0.0022046738,0,0.00062310055
-0.41312405,-0.41008195,-0.2906163,-0.02345824,0.27444237,0.032722652,0.028261052,0.010206619,-0.051235944,-0.1186156,0.0022859653,-0.019564234,-0.09040284,-0.14371985,0.0015253023,-0.30583137,-8.643641e-06,-0.29466337,-0.014455101,0.03441562,0.5978091,0.63239723,0.17920491,-0.9579204,-0.01455152,-0.042641953,-0.64498603,0.015834201,-0.00027070288,0.0028597396,1,0.117623426
-1.166181,-0.19182749,-0.3505456,-0.014361587,-0.44580698,0.023329858,0.019101279,0.0077929916,-0.2617611,-0.6110561,0.0016042817,0.083013065,0.03110419,-0.0011171469,0.0010219823,0.0554321,-8.64364e-06,-0.016384777,0.0061865523,-0.040316965,-1.2148929,-0.60398567,-0.04707791,-1.5501066,-0.04887482,0.010768668,-0.527649,0.036782887,-0.00025306665,0.0022062548,0,0.0011072009
-1.64411,-0.206339,-0.14116237,-0.00045483717,0.2805433,-0.28695115,0.029191146,0.008906753,-0.069514014,-0.1172862,0.002250658,0.06838198,-0.06796282,0.007987903,0.0013368103,0.01993544,-6.685659e-06,-0.004686995,-0.027826656,0.028408589,0.51747376,0.5317978,0.15864761,-0.7579711,-0.019865297,-0.019617299,-0.7268862,0.00633755,-0.00027446978,0.0028597396,0,0.08182527
-0.1274594,-0.13949677,-0.21231037,-0.02530358,0.037068732,0.042714108,0.042717766,0.019650541,-0.08307792,-0.028787542,0.0070944815,0.11429742,0.008865153,0.009127333,0.004154128,0.090938434,-8.64364e-06,-0.026617514,0.0019272901,-0.030881833,-1.4398677,-0.544793,-0.024307314,1.9812559,-0.015525529,0.027266545,0.20121585,0.11957395,-0.00029050923,0.007343122,1,0.5063838
-0.1532874,0.04807202,-0.29161745,-0.052094042,0.06641465,0.12322922,0.052071,0.020702206,0.07935502,0.28230783,0.0075120013,0.0818938,-0.08274688,-0.5349046,0.004237502,0.06828657,-4.9424183e-05,-0.0055158483,0.005357936,-0.004299603,-0.23568967,-0.13301572,-0.024757545,2.2681231,-0.013977969,0.031496424,0.23249796,0.13988796,-0.00037351233,0.007343122,1,0.8803249
-0.7767628,0.051205635,-0.5131513,0.00322177,-0.017759854,-0.53985804,0.05401927,0.015707543,0.0105930315,-0.042578094,0.0075302664,-0.03370207,-0.22245592,-0.07026861,0.0052553653,-0.35460916,-8.64364e-06,-0.05033714,-0.0066894526,0.03263306,-1.5752527,-0.70323,-0.031924665,1.8018616,-0.020210193,0.025965543,0.20166044,0.112431064,-0.00030013744,0.007039069,1,0.06780397
-0.07554813,0.01808476,-0.10100895,0.083736,-0.034303073,0.0979437,0.03945812,0.019438388,0.2391034,0.42915955,0.007023915,0.08566338,-0.008935153,0.007597722,0.0042295167,0.15879005,-8.64364e-06,-0.017866103,0.006723487,-0.017739953,-1.2109064,-0.48794907,-0.024604145,2.1491497,-0.017088942,0.028836677,0.22162557,0.12773116,-0.00022538539,0.007343122,1,0.8512587
-1.111163,-0.16536555,-0.17120703,-0.015671832,-0.1878835,-0.14136039,0.027058247,0.008575349,-0.2327905,-0.63905734,0.0016194703,0.091255784,-0.0069113737,-0.084588885,0.0010426624,0.03837968,-4.9424183e-05,0.0038776181,0.001571729,-0.03421793,-1.0303738,-0.6075026,-0.048572,-1.7929888,-0.059309352,0.009282231,-0.58060116,0.034618396,-0.0003378591,0.0021457414,0,0.0012523595
-0.07818989,0.0472525,-0.30819303,-0.011885077,0.009186389,0.093384296,0.045790058,0.023157356,0.223675,0.46775767,0.0075120013,-0.05837626,0.00599307,-0.010947337,0.00426235,0.09621345,-4.9424183e-05,-0.012075352,0.011921683,-0.008146956,-0.10253404,-0.16251393,-0.022944931,2.3771586,-0.015401179,0.0331993,0.25890577,0.13579096,-0.00039556128,0.007343122,1,0.9554641
-0.81361735,-0.15846856,-0.2076783,-0.018631842,-0.5519343,0.14532001,0.046032738,0.018446166,0.24168555,0.39324912,0.008342104,-0.11969715,0.06460636,0.0027941654,0.0052914647,0.15490192,-8.64364e-06,-0.0413203,0.0065748952,-0.018078417,-1.1699373,-0.069568805,-0.023564002,2.0648108,-0.013307989,0.029225256,0.2071974,0.12290613,-0.0002780885,0.007039069,1,0.57966155
-1.0084343,0.029203465,-0.11530542,0.09116646,0.06348677,0.020783186,0.049505588,0.023971155,0.20008986,0.32782724,0.0071674585,-0.48176524,-0.06837051,0.016186427,0.0039211093,0.07189972,-4.9424183e-05,-0.049633674,-0.014100264,0.0050172927,-0.55496776,-0.65843374,-0.031112246,2.1062393,-0.019312223,0.029057788,0.20431645,0.13899486,-0.00049329794,0.007343122,1,0.5994687
-0.76544845,3.719186,0.067345984,0.09570622,-0.11690414,0.035885654,0.034095738,0.01696009,0.1962575,0.32679972,0.012520401,-0.09184648,-0.009701986,-0.039297573,0.0069033043,0.11911178,-2.2618437e-05,-0.004457065,0.008534503,0.004990556,-0.88035905,-0.2714853,-0.027363518,2.2412972,-0.013392778,0.026241314,0.20959383,0.116335124,-0.00026960354,0.007039069,1,0.9935249
