graph_community_id,transaction_count,fraud_rate,suspicious_community
499,3,0.0,0
500,6,0.0,0
501,5,0.0,0
502,3,0.0,0
503,5,0.0,0
504,223,0.0,0
505,4,0.0,0
506,5,0.0,0
507,7,0.0,0
508,46,0.0,0
509,6,0.0,0
510,19,0.0,0
511,244,0.0,0
512,4,0.0,0
513,6,0.0,0
514,4,0.0,0
515,242,0.0,0
516,5,0.0,0
517,331,0.0,0
518,8,0.0,0
519,4,0.0,0
520,6,0.0,0
521,5,0.0,0
522,140,0.0,0
523,214,0.0,0
524,193,0.0,0
525,4,0.0,0
526,5,0.0,0
527,5,0.0,0
528,3,0.0,0
529,5,0.0,0
530,254,0.0,0
531,161,0.0,0
532,225,0.0,0
533,30,0.5333333333333333,1
534,5,0.0,0
535,4,0.0,0
536,235,0.0,0
537,207,0.0,0
538,6,0.0,0
539,278,0.0,0
540,244,0.0,0
541,5,0.0,0
542,5,0.0,0
543,4,0.0,0
544,19,0.0,0
545,4,0.0,0
546,18,0.0,0
547,3,0.0,0
548,4,0.0,0
549,40,0.0,0
550,63,0.0,0
551,5,0.0,0
552,27,0.4444444444444444,1
553,62,0.0,0
554,140,0.0,0
555,4,0.0,0
556,188,0.0,0
557,5,0.0,0
558,6,0.0,0
559,4,0.0,0
560,21,0.47619047619047616,1
561,6,0.0,0
562,12,0.08333333333333333,1
563,281,0.0,0
564,5,0.0,0
565,8,0.0,0
566,5,0.0,0
567,163,0.0,0
568,6,0.0,0
569,25,0.0,0
570,44,0.0,0
571,4,0.0,0
572,4,0.0,0
573,4,0.0,0
574,6,0.0,0
575,100,0.0,0
576,7,0.0,0
577,7,0.0,0
578,5,0.0,0
579,5,0.0,0
580,225,0.0,0
581,4,0.0,0
582,5,0.0,0
583,25,0.0,0
584,4,0.0,0
585,5,0.0,0
586,5,0.0,0
587,6,0.0,0
588,4,0.0,0
589,4,0.0,0
590,3,0.0,0
591,5,0.0,0
592,4,0.0,0
593,5,0.0,0
594,4,0.0,0
595,321,0.0,0
596,176,0.0,0
597,4,0.0,0
598,2,0.0,0
599,5,0.0,0
600,5,0.0,0
601,147,0.0,0
602,85,0.0,0
603,170,0.0,0
604,201,0.0,0
605,80,0.0,0
606,5,0.0,0
607,3,0.0,0
608,1,0.0,0
609,2,0.0,0
610,43,0.0,0
611,15,0.0,0
612,1,0.0,0
613,58,0.0,0
614,2,0.0,0
616,1,0.0,0
618,72,0.0,0
619,1,0.0,0
620,83,0.0,0
621,81,0.0,0
622,59,0.0,0
623,2,0.0,0
624,2,0.0,0
625,179,0.0,0
626,1,0.0,0
627,89,0.0,0
628,5,0.0,0
629,80,0.0,0
630,130,0.0,0
631,79,0.0,0
632,107,0.0,0
633,99,0.0,0
634,113,0.0,0
635,152,0.0,0
636,187,0.0,0
637,2,0.0,0
638,36,0.0,0
639,1,0.0,0
640,57,0.0,0
641,1,0.0,0
642,71,0.0,0
643,1,0.0,0
644,1,0.0,0
645,107,0.0,0
646,144,0.0,0
647,68,0.0,0
648,1,0.0,0
649,24,0.0,0
650,85,0.0,0
651,114,0.0,0
652,2,0.0,0
653,1,0.0,0
654,112,0.0,0
655,76,0.0,0
656,102,0.0,0
657,5,0.0,0
659,67,0.0,0
660,2,0.0,0
661,12,0.5,1
662,183,0.0,0
663,1,0.0,0
664,73,0.0,0
665,1,0.0,0
666,2,0.0,0
667,1,0.0,0
669,2,0.0,0
670,2,0.0,0
671,2,0.0,0
672,162,0.0,0
673,1,0.0,0
674,1,0.0,0
676,1,0.0,0
677,2,0.0,0
678,133,0.0,0
679,94,0.0,0
680,31,0.0,0
681,70,0.0,0
682,1,0.0,0
683,99,0.0,0
684,1,0.0,0
685,2,0.0,0
686,84,0.0,0
687,57,0.0,0
688,145,0.0,0
690,3,0.0,0
691,137,0.0,0
692,1,0.0,0
694,100,0.0,0
695,56,0.0,0
696,32,0.0,0
697,42,0.0,0
698,116,0.0,0
699,180,0.0,0
700,2,0.0,0
701,51,0.0,0
702,2,0.0,0
703,51,0.0,0
704,2,0.0,0
705,50,0.0,0
706,110,0.0,0
707,33,0.0,0
708,152,0.0,0
709,102,0.0,0
710,123,0.0,0
711,55,0.0,0
713,2,0.0,0
714,1,0.0,0
715,1,0.0,0
716,2,0.0,0
717,1,0.0,0
719,45,0.0,0
720,1,0.0,0
721,2,0.0,0
722,102,0.0,0
723,100,0.0,0
724,1,0.0,0
725,61,0.0,0
726,82,0.0,0
727,1,0.0,0
728,66,0.0,0
729,2,0.0,0
730,2,0.0,0
731,128,0.0,0
732,2,0.0,0
733,2,0.0,0
734,66,0.0,0
735,22,0.0,0
736,150,0.0,0
737,2,0.0,0
738,75,0.0,0
739,110,0.0,0
740,75,0.0,0
741,2,0.0,0
742,133,0.0,0
743,3,0.0,0
744,11,0.0,0
745,63,0.0,0
746,2,0.0,0
747,2,0.0,0
748,50,0.0,0
749,107,0.0,0
751,42,0.0,0
752,49,0.0,0
753,1,0.0,0
754,23,0.0,0
755,63,0.0,0
756,2,0.0,0
757,89,0.0,0
758,1,0.0,0
759,1,0.0,0
760,6,0.0,0
761,72,0.0,0
762,53,0.0,0
763,2,0.0,0
764,67,0.0,0
765,64,0.0,0
766,2,0.0,0
767,2,0.0,0
768,1,0.0,0
769,2,0.0,0
770,18,0.0,0
771,93,0.0,0
772,41,0.0,0
774,1,0.0,0
775,108,0.0,0
776,55,0.0,0
777,3,0.0,0
778,83,0.0,0
779,89,0.0,0
780,1,0.0,0
781,2,0.0,0
782,47,0.0,0
783,65,0.0,0
784,106,0.0,0
785,49,0.0,0
786,85,0.0,0
787,79,0.0,0
789,8,0.0,0
790,1,0.0,0
791,72,0.0,0
793,1,0.0,0
794,1,0.0,0
795,1,0.0,0
796,44,0.0,0
797,126,0.0,0
798,82,0.0,0
799,81,0.0,0
801,2,0.0,0
802,177,0.0,0
803,1,0.0,0
804,42,0.0,0
805,169,0.0,0
806,42,0.0,0
807,3,0.0,0
808,1,0.0,0
809,31,0.0,0
810,2,0.0,0
811,1,0.0,0
812,19,0.0,0
813,88,0.0,0
814,9,0.0,0
815,79,0.0,0
816,80,0.0,0
817,2,0.0,0
818,85,0.0,0
819,110,0.0,0
820,131,0.0,0
822,120,0.008333333333333333,1
823,81,0.0,0
824,30,0.0,0
825,6431,0.0013994713108381278,0
826,2,0.0,0
827,35,0.0,0
828,2,0.0,0
829,170,0.0,0
830,113,0.0,0
831,1,0.0,0
832,91,0.0,0
833,2,0.0,0
834,111,0.0,0
835,82,0.0,0
836,1,0.0,0
837,119,0.0,0
838,71,0.0,0
839,62,0.0,0
840,2,0.0,0
842,2,0.0,0
843,33,0.0,0
844,22,0.0,0
845,1,0.0,0
846,15,0.0,0
847,2,0.0,0
848,225,0.0,0
849,83,0.0,0
850,1,0.0,0
851,1,0.0,0
852,1,0.0,0
855,1,0.0,0
856,1,0.0,0
857,57,0.0,0
859,31,0.0,0
860,1,0.0,0
861,173,0.0,0
862,16,0.0,0
863,5,0.0,0
864,2,0.0,0
865,42,0.0,0
866,1,0.0,0
867,2,0.0,0
868,2,0.0,0
869,45,0.0,0
870,152,0.0,0
871,155,0.0,0
872,89,0.0,0
873,74,0.0,0
874,79,0.0,0
875,1,0.0,0
876,1,0.0,0
877,69,0.0,0
878,3,0.0,0
879,101,0.0,0
880,104,0.0,0
881,2,0.0,0
882,1,0.0,0
883,3,0.0,0
884,2,0.0,0
885,9,0.0,0
887,71,0.0,0
888,75,0.0,0
889,29,0.4482758620689655,1
890,22,0.0,0
891,1,0.0,0
892,1,0.0,0
893,46,0.34782608695652173,1
894,2,0.0,0
895,1,0.0,0
896,52,0.0,0
897,1,0.0,0
899,53,0.0,0
900,106,0.0,0
901,103,0.0,0
902,44,0.0,0
903,115,0.0,0
905,51,0.0,0
906,37,0.0,0
907,1,0.0,0
908,22,0.5,1
909,3,0.0,0
910,1,0.0,0
911,4,0.0,0
912,51,0.0,0
913,2,0.0,0
914,12,0.0,0
915,53,0.0,0
916,23,0.0,0
917,64,0.0,0
918,27,0.0,0
919,1,0.0,0
920,32,0.0,0
921,15,0.0,0
922,2,0.0,0
923,1,0.0,0
924,49,0.0,0
925,2,0.0,0
926,36,0.0,0
927,2,0.0,0
928,119,0.0,0
929,116,0.0,0
931,4,0.0,0
932,1,0.0,0
933,67,0.0,0
934,2,0.0,0
935,170,0.0,0
936,26,0.5,1
937,1,0.0,0
938,81,0.0,0
939,111,0.0,0
940,160,0.0,0
941,2,0.0,0
942,24,0.5,1
943,114,0.0,0
944,2,0.0,0
945,60,0.0,0
946,96,0.0,0
947,148,0.0,0
948,86,0.0,0
949,1,0.0,0
950,2,0.0,0
951,127,0.0,0
953,28,0.0,0
954,39,0.0,0
955,2,0.0,0
956,2,0.0,0
957,40,0.0,0
958,36,0.0,0
959,15,0.0,0
960,1,0.0,0
961,1,0.0,0
962,42,0.0,0
963,1,0.0,0
964,21,0.0,0
965,32,0.0,0
966,2,0.0,0
967,1,0.0,0
968,1,0.0,0
969,1,0.0,0
970,72,0.0,0
971,1,0.0,0
972,46,0.0,0
973,184,0.0,0
974,1,0.0,0
975,25,0.52,1
976,1,0.0,0
977,18,0.5,1
978,2,0.0,0
979,51,0.0,0
980,2,0.0,0
981,1,0.0,0
982,1,0.0,0
983,1,0.0,0
984,1,0.0,0
985,59,0.0,0
986,26,0.5769230769230769,1
987,2,0.0,0
988,94,0.0,0
989,118,0.0,0
990,1,0.0,0
991,196,0.0,0
992,101,0.0,0
993,60,0.0,0
994,113,0.0,0
995,3,0.0,0
996,147,0.0,0
997,95,0.0,0
998,1,0.0,0
999,1,0.0,0
1000,52,0.0,0
1001,1,0.0,0
1002,80,0.0,0
1003,77,0.0,0
1004,45,0.0,0
1005,1,0.0,0
1006,85,0.0,0
1007,41,0.0,0
1008,217,0.0,0
1009,73,0.0,0
1010,2,0.0,0
1011,3,0.0,0
1012,23,0.0,0
1013,2,0.0,0
1014,1,0.0,0
1015,239,0.0,0
1016,7,0.0,0
1017,2,0.0,0
1018,1,0.0,0
1019,61,0.0,0
1020,99,0.0,0
1021,1,0.0,0
1022,145,0.0,0
1023,98,0.0,0
1024,127,0.0,0
1025,103,0.0,0
1027,1,0.0,0
1028,1,0.0,0
1029,2,0.0,0
1030,66,0.0,0
1031,57,0.0,0
1032,44,0.0,0
1033,49,0.0,0
1034,56,0.0,0
1035,2,0.0,0
1036,69,0.0,0
1037,31,0.0,0
1038,62,0.0,0
1039,1,0.0,0
1040,1,0.0,0
1041,2,0.0,0
1042,2,0.0,0
1043,52,0.0,0
1044,67,0.0,0
1045,85,0.0,0
1046,60,0.0,0
1047,1,0.0,0
1049,1,0.0,0
1050,1,0.0,0
1051,2,0.0,0
1052,38,0.0,0
1053,56,0.0,0
1054,1,0.0,0
1055,1,0.0,0
1056,1,0.0,0
1057,2,0.0,0
1058,1,0.0,0
1059,26,0.0,0
1060,79,0.0,0
1061,4,0.0,0
1062,2,0.0,0
1063,85,0.0,0
1064,2,0.0,0
1065,46,0.0,0
1066,21,0.0,0
1067,66,0.0,0
1068,36,0.0,0
1069,2,0.0,0
1070,1,0.0,0
1071,89,0.0,0
1072,1,0.0,0
1073,108,0.0,0
1074,110,0.0,0
1075,98,0.0,0
1076,2,0.0,0
1077,69,0.0,0
1078,1,0.0,0
1079,56,0.0,0
1080,82,0.0,0
1081,66,0.0,0
1082,88,0.0,0
1083,22,0.0,0
1084,19,0.0,0
1085,82,0.0,0
1086,64,0.0,0
1087,42,0.0,0
1088,28,0.0,0
1089,135,0.0,0
1090,65,0.0,0
1091,1,0.0,0
1092,63,0.0,0
1093,112,0.0,0
1094,86,0.0,0
1095,84,0.0,0
1096,32,0.0,0
1097,130,0.0,0
1098,2,0.0,0
1099,1,0.0,0
1100,32,0.0,0
1101,168,0.0,0
1102,88,0.0,0
1103,1,0.0,0
1104,95,0.0,0
1105,65,0.0,0
1106,77,0.0,0
1107,40,0.0,0
1108,71,0.0,0
1109,61,0.0,0
1110,3,0.0,0
1111,95,0.0,0
1112,2,0.0,0
1113,1,0.0,0
1114,1,0.0,0
1115,1,0.0,0
1116,76,0.0,0
1117,1,0.0,0
1118,75,0.0,0
1119,2,0.0,0
1121,7,0.0,0
1122,105,0.0,0
1123,1,0.0,0
1124,45,0.0,0
1125,52,0.0,0
1126,59,0.0,0
1127,1,0.0,0
1128,2,0.0,0
1129,62,0.0,0
1130,71,0.0,0
1131,138,0.0,0
1132,107,0.0,0
1133,2,0.0,0
1134,117,0.0,0
1136,1,0.0,0
1137,92,0.0,0
1138,172,0.0,0
1139,2,0.0,0
1140,2,0.0,0
1142,104,0.0,0
1143,1,0.0,0
1144,95,0.0,0
1145,91,0.0,0
1146,1,0.0,0
1147,162,0.0,0
1148,2,0.0,0
1149,29,0.0,0
1150,2,0.0,0
1151,1,0.0,0
1152,44,0.0,0
1153,38,0.0,0
1154,70,0.0,0
1155,70,0.0,0
1156,100,0.0,0
1157,1,0.0,0
1158,2,0.0,0
1159,106,0.0,0
1160,112,0.0,0
1162,2,0.0,0
1163,2,0.0,0
1164,99,0.0,0
1165,141,0.0,0
1166,1,0.0,0
1167,2,0.0,0
1168,15,0.0,0
1169,48,0.0,0
1171,87,0.0,0
1172,1,0.0,0
1173,186,0.0,0
1174,65,0.0,0
1175,154,0.0,0
1176,2,0.0,0
1177,2,0.0,0
1178,93,0.0,0
1179,71,0.0,0
1180,2,0.0,0
1181,173,0.0,0
1182,3,0.0,0
1183,108,0.0,0
1184,1,0.0,0
1185,2,0.0,0
1186,3,0.0,0
1187,68,0.0,0
1188,3,0.0,0
1189,113,0.0,0
1190,1,0.0,0
1191,85,0.0,0
1192,17,0.0,0
1193,67,0.0,0
1194,89,0.0,0
1195,61,0.0,0
1196,188,0.0,0
1197,148,0.0,0
1198,2,0.0,0
1199,1,0.0,0
1200,1,0.0,0
1201,1,0.0,0
1202,1,0.0,0
1203,103,0.0,0
1204,41,0.0,0
1205,1,0.0,0
1206,1,0.0,0
1207,75,0.0,0
1208,69,0.0,0
1209,135,0.0,0
1210,96,0.0,0
1211,156,0.0,0
1212,68,0.0,0
1214,85,0.0,0
1215,2,0.0,0
1216,9,0.0,0
1217,102,0.0,0
1218,2,0.0,0
1219,64,0.0,0
1220,176,0.0,0
1221,42,0.0,0
1222,10,0.0,0
1223,32,0.0,0
1224,183,0.0,0
1225,118,0.0,0
1226,184,0.0,0
1227,40,0.0,0
1228,77,0.0,0
1229,1,0.0,0
1230,99,0.0,0
1231,105,0.0,0
1232,1,0.0,0
1233,82,0.0,0
1234,1,0.0,0
1235,109,0.0,0
1236,2,0.0,0
1237,122,0.0,0
1238,75,0.0,0
1239,3,0.0,0
1240,1,0.0,0
1241,43,0.0,0
1242,27,0.0,0
1243,95,0.0,0
1244,21,0.0,0
1245,2,0.0,0
1246,17,0.0,0
1248,2,0.0,0
1249,33,0.0,0
1250,1,0.0,0
1251,1,0.0,0
1252,1,0.0,0
1253,2,0.0,0
1254,58,0.0,0
1255,2,0.0,0
1256,46,0.0,0
1257,99,0.0,0
1258,61,0.0,0
1259,72,0.0,0
1260,57,0.0,0
1261,1,0.0,0
1262,87,0.0,0
1263,48,0.0,0
1264,172,0.0,0
1265,67,0.0,0
1266,168,0.0,0
1267,46,0.0,0
1268,16,0.0,0
1269,1,0.0,0
1270,146,0.0,0
1271,2,0.0,0
1272,81,0.0,0
1273,57,0.0,0
1274,2,0.0,0
1275,64,0.0,0
1277,94,0.0,0
1278,137,0.0,0
1279,79,0.0,0
1280,145,0.0,0
1281,9,0.0,0
1282,79,0.0,0
1283,134,0.0,0
1284,148,0.0,0
1285,113,0.0,0
1286,85,0.0,0
1287,1,0.0,0
1288,2,0.0,0
1289,2,0.0,0
1290,2,0.0,0
1291,2,0.0,0
1292,2,0.0,0
1293,173,0.0,0
1294,2,0.0,0
1295,27,0.0,0
1296,1,0.0,0
1297,2,0.0,0
1298,1,0.0,0
1299,6,0.0,0
1300,31,0.0,0
1301,97,0.0,0
1302,32,0.0,0
1303,2,0.0,0
1304,122,0.0,0
1305,1,0.0,0
1306,91,0.0,0
1307,63,0.0,0
1308,3,0.0,0
1309,2,0.0,0
1310,101,0.0,0
1311,113,0.0,0
1312,51,0.0,0
1313,41,0.0,0
1314,103,0.0,0
1315,119,0.0,0
1316,2,0.0,0
1317,109,0.0,0
1318,84,0.0,0
1320,115,0.0,0
1321,1,0.0,0
1322,123,0.0,0
1323,72,0.0,0
1324,69,0.0,0
1325,159,0.0,0
1326,59,0.0,0
1327,73,0.0,0
1328,1,0.0,0
1329,47,0.0,0
1330,193,0.0,0
1331,42,0.047619047619047616,1
1332,54,0.0,0
1333,85,0.0,0
1334,34,0.0,0
1335,46,0.0,0
1336,49,0.0,0
1337,3,0.0,0
1338,2,0.0,0
1339,96,0.0,0
1340,97,0.0,0
1341,16,0.0,0
1342,2,0.0,0
1343,83,0.0,0
1344,40,0.0,0
1345,1,0.0,0
1346,62,0.0,0
1347,101,0.0,0
1348,90,0.0,0
1349,5,0.0,0
1350,112,0.0,0
